OBJECTID_12,Cod_Favela,Nome,Cod_Comp,Complexo,UPP,Pop_SABR,Dom_SABR,Fonte,Porte,Bairro,RA,RP,AP,Programa_Urbanizacao_1,Programa_Urbanizacao_2,Programa_Urbanizacao_3,Contagem_Domicílios,Ano_Contagem_Domicílios,PROAP,PROAP_Panoramas,PROAP_MRP,PROAP_Fichas,Grau_Urbanizacao,Urbanizadas_DEC36388_2012,Urbanizáveis_DEC36388_2012,AEIS_Número,AEIS_Data,AEIS_Número_Data,Denominação_AEIS,Observações_AEIS,Validação_AEIS_SMH,Ciclo_Morar_Carioca,Observações_Ciclos,Agrupamento_Número,Agrupamento_Nome,Agrupamento_Número_Nome
1922,1027,Jardim Gramado,2135,Linha de Austin,N,1024,302,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,148,Santa Cruz,Santa Cruz,5,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
1923,1026,A. M. Mário Larrubia,0,Isolada,N,519,168,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,151,Guaratiba,Guaratiba,5,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
1924,1025,Manguariba III,0,Isolada,N,501,158,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,148,Santa Cruz,Santa Cruz,5,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
1925,1024,Renascer,2138,Saquaçu,N,570,146,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,149,Santa Cruz,Santa Cruz,5,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
1926,1022,Rua Vídeo,2137,Pantanal (RA - Santa Cruz),N,230,79,IBGE - Censo Demográfico 2010,< 100 domicílios,149,Santa Cruz,Santa Cruz,5,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
1927,1021,Mario Loroza,0,Isolada,N,426,131,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,149,Santa Cruz,Santa Cruz,5,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
1928,1020,Avenida 5 - Tijolinho,0,Isolada,N,86,31,IPP com base em IBGE - Censo Demográfico 2010,< 100 domicílios,150,Santa Cruz,Santa Cruz,5,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
1929,1018,Caminho do Outeiro,0,Isolada,N,87,21,IPP com base em IBGE - Censo Demográfico 2010,< 100 domicílios,115,Jacarepaguá,Jacarepaguá,4,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
1930,1017,"Ladeira dos Tabajaras, nº 256",2019,Morro dos Cabritos,Tabajaras / Cabritos,77,25,IPP com base em IBGE - Censo Demográfico 2010,< 100 domicílios,24,Copacabana,Zona Sul,2,0,6,0,335,2013,,,, ,4,0,1,6017,09/11/2015,6017/2015,Ladeira dos Tabajaras - Polígono A,A Lei de AEIS não apresenta descrição de delimites. Para delimitação da AEIS foi considerado o limite da favela estabelecido pelo SABREN.,1,2, ,04,Morro dos Cabritos,04 - Morro dos Cabritos
1931,1016,Vila Presidencial Quiririm,2099,Rua Luiz Beltrão,N,112,41,IBGE - Censo Demográfico 2010,< 100 domicílios,125,Jacarepaguá,Jacarepaguá,4,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
1932,1015,"Rua Jangada, nº 230",0,Isolada,N,120,41,IPP com base em IBGE - Censo Demográfico 2010,< 100 domicílios,72,Irajá,Madureira,3,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
1933,1014,"Rua Jangada, L21fds",0,Isolada,N,114,35,IPP com base em IBGE - Censo Demográfico 2010,< 100 domicílios,72,Irajá,Madureira,3,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
1934,1013,"Avenida Automóvel Clube, nº 5.002",0,Isolada,N,36,13,IPP com base em IBGE - Censo Demográfico 2010,< 100 domicílios,72,Irajá,Madureira,3,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
1935,1012,Comunidade Luz Divina,0,Isolada,N,118,31,IPP com base em IBGE - Censo Demográfico 2010,< 100 domicílios,130,Barra da Tijuca,Barra da Tijuca,4,0,0,0,0, ,,,, ,4,0,0, , , , , ,0,0, , , , 
1936,1011,"Rua Zenitildes Alves Meira, nº L33",0,Isolada,N,35,8,IPP com base em IBGE - Censo Demográfico 2010,< 100 domicílios,131,Barra da Tijuca,Barra da Tijuca,4,0,0,0,0, ,,,, ,4,0,0, , , , , ,0,0, , , , 
1937,1010,Comunidade Novo Lar,0,Isolada,N,274,82,IBGE - Censo Demográfico 2010,< 100 domicílios,130,Barra da Tijuca,Barra da Tijuca,4,0,0,0,0, ,,,, ,4,0,1,LC104,27/11/2009,LC104/2009,Novo Lar,A Lei de AEIS não apresenta descrição de delimites. Para delimitação da AEIS foi considerado o limite da favela estabelecido pelo SABREN.,1,0, , , , 
1938,1009,Rocha Miranda,0,Isolada,N,75,26,IPP com base em IBGE - Censo Demográfico 2010,< 100 domicílios,33,Tijuca,Tijuca,2,0,0,0,0, ,,,, ,4,0,0, , , , , ,0,0, , , , 
1939,1008,Beco da Coruja,0,Isolada,N,193,60,IBGE - Censo Demográfico 2010,< 100 domicílios,33,Tijuca,Tijuca,2,0,0,0,0, ,,,, ,4,0,0,2818,23/06/1999,2818/1999,Canto do Sabiá,"Apesar da denominação (Canto do Sabiá), a AEIS é referente à favela Beco da Coruja. O SABREN não reconhece o nome ""Canto do Sabiá"" como nome alternativo desta favela.",1,0, , , , 
1940,1007,Lote 1.000,0,Isolada,N,590,192,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,122,Jacarepaguá,Jacarepaguá,4,0,0,0,0, ,,,, ,4,0,1,LC70,06/07/2004,LC70/2004,Boiuna - Lote 1000 (lote 3 do PAL 15685),"A AEIS não abrange toda a área da favela. Em contrapartida, abrange áreas que estão fora do limite estabelecido pelo SABREN.",1,0, , , , 
1941,1006,Estrada Meringuava,0,Isolada,N,77,19,IPP com base em IBGE - Censo Demográfico 2010,< 100 domicílios,122,Jacarepaguá,Jacarepaguá,4,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
1942,1005,Comunidade Corumau,2100,Shangrilá,N,1667,542,IBGE - Censo Demográfico 2010,> 500 domicílios,122,Jacarepaguá,Jacarepaguá,4,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
1943,1004,"Estrada do Boiúna, nº 1.118",0,Isolada,N,123,33,IBGE - Censo Demográfico 2010,< 100 domicílios,122,Jacarepaguá,Jacarepaguá,4,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
1944,1003,"Estrada do Boiúna, nº 2.354",0,Isolada,N,140,51,IBGE - Censo Demográfico 2010,< 100 domicílios,122,Jacarepaguá,Jacarepaguá,4,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
1945,1002,Mina,0,Isolada,N,264,78,IBGE - Censo Demográfico 2010,< 100 domicílios,150,Santa Cruz,Santa Cruz,5,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
1946,1001,Morro da Faxina,0,Isolada,N,147,47,IBGE - Censo Demográfico 2010,< 100 domicílios,150,Santa Cruz,Santa Cruz,5,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
1947,1000,"Rua da Vala do Major Freitas, nº 329",0,Isolada,N,120,36,IBGE - Censo Demográfico 2010,< 100 domicílios,150,Santa Cruz,Santa Cruz,5,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
1948,999,Rua da Vala do Major Freitas,0,Isolada,N,221,63,IBGE - Censo Demográfico 2010,< 100 domicílios,150,Santa Cruz,Santa Cruz,5,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
1949,998,Marcondes da Luz,2127,Marcondes da Luz,N,438,147,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,145,Campo Grande,Campo Grande,5,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
1950,997,"Avenida Joaquim Magalhães, nº 499",2127,Marcondes da Luz,N,82,24,IBGE - Censo Demográfico 2010,< 100 domicílios,145,Campo Grande,Campo Grande,5,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
1951,996,Caruba,0,Isolada,N,139,42,IPP com base em IBGE - Censo Demográfico 2010,< 100 domicílios,145,Campo Grande,Campo Grande,5,0,0,0,0, ,,,, ,4,0,0, , , , , ,0,0, , , , 
1952,995,Serra Verde,0,Isolada,N,266,88,IBGE - Censo Demográfico 2010,< 100 domicílios,145,Campo Grande,Campo Grande,5,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
1953,994,Estrada Duarte Nunes (em frente ao nº 97),2127,Marcondes da Luz,N,209,59,IBGE - Censo Demográfico 2010,< 100 domicílios,145,Campo Grande,Campo Grande,5,0,0,0,0, ,,,, ,4,0,1, LC72,27/07/2004,LC72/2004,Joaquim Magalhães,A AEIS declarada para a favela Joaquim Magalhães abrange também a favela Estrada Duarte Nunes (cod. 994),1,0, , , , 
1954,993,"Rua São Francisco Xavier, nº 749",0,Isolada,N,74,25,IPP com base em IBGE - Censo Demográfico 2010,< 100 domicílios,57,Méier,Méier,3,0,0,0,0, ,,,, ,4,0,0, , , , , ,0,0, , , , 
1955,992,Rua Bartolomeu Gusmão,2009,Mangueira (RA - São Cristóvão),Mangueira,428,117,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,10,São Cristóvão,Centro,1,0,0,0,0, ,,,, ,4,0,1, , , , ,Uma pequena parte da favela é abrangida pela AEIS da Mangueira - Morro dos Telégrafos - Parque Candelária (Lei 2811/1999),0,0, , , , 
1956,991,Vila Miséria,0,Isolada,Mangueira,724,233,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,10,São Cristóvão,Centro,1,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
1957,990,Estrada do Lameirão,0,Isolada,N,124,34,IPP com base em IBGE - Censo Demográfico 2010,< 100 domicílios,143,Campo Grande,Campo Grande,5,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
1958,989,Rua Paulo Martins (próxima ao Lt 12 - Qd B),0,Isolada,N,69,21,IPP com base em IBGE - Censo Demográfico 2010,< 100 domicílios,143,Campo Grande,Campo Grande,5,0,0,0,0, ,,,, ,4,0,0, , , , , ,0,0, , , , 
1959,988,Rua Anes Dias,2118,Fazenda Coqueiro,N,252,80,IPP com base em IBGE - Censo Demográfico 2010,< 100 domicílios,143,Campo Grande,Campo Grande,5,0,6,0,122,2013,,,, ,4,0,1, , , , , ,0,2, ,00,Complexo Fazenda Coqueiro,00 - Complexo Fazenda Coqueiro
1960,987,Estrada da Posse,0,Isolada,N,134,43,IPP com base em IBGE - Censo Demográfico 2010,< 100 domicílios,143,Campo Grande,Campo Grande,5,0,0,0,0, ,,,, ,4,0,0, , , , , ,0,0, , , , 
1961,986,Vila Santa Bárbara,0,Isolada,Fallet / Fogueteiro - Coroa,168,41,IPP com base em IBGE - Censo Demográfico 2010,< 100 domicílios,14,Santa Teresa,Centro,1,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
1962,985,Estrada Joaquim Mamede,0,Isolada,Turano,158,65,IPP com base em IBGE - Censo Demográfico 2010,< 100 domicílios,14,Santa Teresa,Centro,1,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
1963,984,Bairro Canaã,2134,Bairro Canaã,N,355,107,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,149,Santa Cruz,Santa Cruz,5,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
1964,982,Conjunto Antares (Rua Cybber Porto de Mendonça),2137,Pantanal (RA - Santa Cruz),N,318,107,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,149,Santa Cruz,Santa Cruz,5,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
1965,981,Jardim Coqueiral,2138,Saquaçu,N,522,130,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,149,Santa Cruz,Santa Cruz,5,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
1966,980,Rio - Santos,0,Isolada,N,136,37,IPP com base em IBGE - Censo Demográfico 2010,< 100 domicílios,149,Santa Cruz,Santa Cruz,5,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
1967,979,Comunidade Jardim da Vitória,0,Isolada,N,1085,313,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,149,Santa Cruz,Santa Cruz,5,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
1968,978,Nova Palestina,2134,Bairro Canaã,N,325,109,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,149,Santa Cruz,Santa Cruz,5,0,0,8,0, ,,,, ,3,0,1, , , , , ,0,0, , , , 
1969,976,Matinha (RA - Rocinha),0,Isolada,N,195,52,IBGE - Censo Demográfico 2010,< 100 domicílios,154,Rocinha,Zona Sul,2,0,0,0,0, ,,,, ,4,0,0, , , , , ,0,0, , , , 
1970,974,Avenida Guiomar Novaes,0,Isolada,N,119,40,IBGE - Censo Demográfico 2010,< 100 domicílios,132,Barra da Tijuca,Barra da Tijuca,4,0,0,0,0, ,,,, ,4,0,0, , , , , ,0,0, , , , 
1971,973,"Estrada do Pontal, nº 3.561",0,Isolada,N,43,12,IPP com base em IBGE - Censo Demográfico 2010,< 100 domicílios,132,Barra da Tijuca,Barra da Tijuca,4,0,0,0,0, ,,,, ,4,0,0, , , , , ,0,0, , , , 
1972,972,Canecão,0,Isolada,N,226,67,IBGE - Censo Demográfico 2010,< 100 domicílios,139,Realengo,Bangu,5,0,0,0,0, ,,,, ,4,0,0, , , , , ,0,0, , , , 
1973,971,"Rua Duarte Coelho de Albuquerque, nº 184",0,Isolada,Batan,806,242,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,139,Realengo,Bangu,5,0,0,8,0, ,,,, ,3,0,1, , , , , ,0,0, , , , 
1974,970,Avenida Brasil (Bairro Batam),0,Isolada,Batan,221,66,IPP com base em IBGE - Censo Demográfico 2010,< 100 domicílios,139,Realengo,Bangu,5,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
1975,969,"Rua Itaporanga, nº 175",2109,Batam,Batan,291,89,IPP com base em IBGE - Censo Demográfico 2010,< 100 domicílios,139,Realengo,Bangu,5,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
1976,968,Vila Alzira,2115,Vila São Miguel,N,149,48,IPP com base em IBGE - Censo Demográfico 2010,< 100 domicílios,139,Realengo,Bangu,5,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
1977,967,Solar dos Teixeiras,0,Isolada,N,845,264,IPP com base em IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,139,Realengo,Bangu,5,0,0,0,0, ,,,, ,4,0,0, , , , , ,0,0, , , , 
1978,966,Parque Carumbé,0,Isolada,N,397,120,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,139,Realengo,Bangu,5,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
1979,965,"Rua Euclides Roxo, nº 365",0,Isolada,N,134,42,IPP com base em IBGE - Censo Demográfico 2010,< 100 domicílios,139,Realengo,Bangu,5,0,0,0,0, ,,,, ,4,0,0, , , , , ,0,0, , , , 
1980,964,"Rua Felizardo Fortes, nº 276",0,Isolada,N,375,97,IBGE - Censo Demográfico 2010,< 100 domicílios,41,Ramos,Ramos,3,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
1981,963,Uga-Uga,0,Isolada,N,408,137,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,41,Ramos,Ramos,3,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
1982,962,Avenida Brasil,2027,Parque Itambé,N,1602,492,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,41,Ramos,Ramos,3,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
1983,961,Avenida Teixeira de Castro,2027,Parque Itambé,N,802,265,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,41,Ramos,Ramos,3,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
1984,960,Amigos da Aerobita,2090,Barão,N,119,31,IPP com base em IBGE - Censo Demográfico 2010,< 100 domicílios,124,Jacarepaguá,Jacarepaguá,4,0,6,0,79,2015,,,, ,4,0,1, , , , , ,0,2, ,24,Fazenda Mato Alto,24 - Fazenda Mato Alto
1985,959,"Rua Jerônimo Pinto, nº 942",0,Isolada,N,0,0, ,Sem informação,124,Jacarepaguá,Jacarepaguá,4,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
1986,958,Vila Operária Luiz Carlos Prestes,0,Isolada,N,237,74,IPP com base em IBGE - Censo Demográfico 2010,< 100 domicílios,69,Méier,Méier,3,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
1987,957,Inácio Dias (RA - Méier),0,Isolada,N,167,54,IPP com base em IBGE - Censo Demográfico 2010,< 100 domicílios,69,Méier,Méier,3,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
1988,956,Rua Nossa Senhora da Penha,0,Isolada,N,11,3,IPP com base em IBGE - Censo Demográfico 2010,< 100 domicílios,44,Penha,Penha,3,0,0,0,0, ,,,, ,4,0,1, , , , ,Muito próxima à AEIS Marcílio Dias (LC 114/11),0,0, , , , 
1989,948,Rua Moença,0,Isolada,N,577,212,IPP com base em IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,121,Jacarepaguá,Jacarepaguá,4,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
1990,947,Morada do Sol,0,Isolada,N,442,151,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,121,Jacarepaguá,Jacarepaguá,4,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
1991,946,Monte Sinai,2076,Chico Mendes (Morro do Chapadão),N,227,70,IBGE - Censo Demográfico 2010,< 100 domicílios,114,Pavuna,Pavuna,3,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
1992,945,Cabo Otávio,2076,Chico Mendes (Morro do Chapadão),N,167,47,IPP com base em IBGE - Censo Demográfico 2010,< 100 domicílios,114,Pavuna,Pavuna,3,0,0,0,0, ,,,, ,4,0,1,3856,26/11/2004,3856/2004,Comunidade Chico Mendes,A  favela é atingida pela AEIS Comunidade Chico Mendes (Lei 3856/2004),1,0, , , , 
1993,944,Nova Conquista (RA - Pavuna),2076,Chico Mendes (Morro do Chapadão),N,612,165,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,114,Pavuna,Pavuna,3,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
1994,943,Vila Modelo - Rua Alfredo Cabuçu,2080,Quitanda,N,148,45,IPP com base em IBGE - Censo Demográfico 2010,< 100 domicílios,114,Pavuna,Pavuna,3,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
1995,942,Rua Ribatejo (em frente ao nº 245),0,Isolada,N,54,16,IPP com base em IBGE - Censo Demográfico 2010,< 100 domicílios,76,Irajá,Madureira,3,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
1996,941,Estrada do Murundu,0,Isolada,N,213,66,IBGE - Censo Demográfico 2010,< 100 domicílios,140,Bangu,Bangu,5,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
1997,940,Rua Francisco Real,0,Isolada,N,481,146,IPP com base em IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,140,Bangu,Bangu,5,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
1998,939,Sapé,0,Isolada,N,224,73,IPP com base em IBGE - Censo Demográfico 2010,< 100 domicílios,148,Santa Cruz,Santa Cruz,5,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
1999,938,Rua Pistóia,2137,Pantanal (RA - Santa Cruz),N,98,27,IPP com base em IBGE - Censo Demográfico 2010,< 100 domicílios,148,Santa Cruz,Santa Cruz,5,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2000,937,1º de Abril - Gouveia,2136,Nova Jersei,N,180,46,IBGE - Censo Demográfico 2010,< 100 domicílios,148,Santa Cruz,Santa Cruz,5,0,0,8,0, ,,,, ,3,0,1, , , , , ,0,0, , , , 
2001,936,"Rua Pereira de Figueiredo, nº 630",0,Isolada,N,103,32,IPP com base em IBGE - Censo Demográfico 2010,< 100 domicílios,88,Madureira,Madureira,3,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2002,935,Rua São Lourenço,0,Isolada,N,129,41,IPP com base em IBGE - Censo Demográfico 2010,< 100 domicílios,88,Madureira,Madureira,3,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2003,934,Beco Enedina,0,Isolada,N,259,80,IBGE - Censo Demográfico 2010,< 100 domicílios,88,Madureira,Madureira,3,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2004,933,Condomínio Mandela,0,Isolada,N,123,41,IPP com base em IBGE - Censo Demográfico 2010,< 100 domicílios,88,Madureira,Madureira,3,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2005,932,Rua Mira,0,Isolada,Vila Cruzeiro,0,0, ,Sem informação,42,Ramos,Ramos,3,0,0,0,0, ,,,, ,4,0,1, , , , ,Uma pequena faixa da favela é atingida pela AEIS Comunidade Complexo Vila Cruzeiro (L 5324/11),0,0, , , , 
2006,931,Maré (Rua Guilherme Frota),0,Isolada,Maré,273,94,IPP com base em IBGE - Censo Demográfico 2010,< 100 domicílios,157,Maré,Ramos,3,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2007,930,Vitória de Manguinhos,2026,Manguinhos,Manguinhos - Arará/Mandela,1277,368,IPP com base em IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,39,Ramos,Ramos,3,0,0,0,0, ,,,, ,7,0,1, , , , , ,0,0, , , , 
2008,929,"Rua Bonina, nº 511",2111,Quatorze de Julho,N,64,24,IPP com base em IBGE - Censo Demográfico 2010,< 100 domicílios,138,Realengo,Bangu,5,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2009,928,"Rua Bonina, nº 381",2111,Quatorze de Julho,N,222,79,IPP com base em IBGE - Censo Demográfico 2010,< 100 domicílios,138,Realengo,Bangu,5,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2010,890,Pingo d'Água,0,Isolada,N,389,126,IPP com base em IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,151,Guaratiba,Guaratiba,5,0,0,8,0, ,,,, ,3,0,1, , , , , ,0,0, , , , 
2011,889,Estrada da Pedra X,0,Isolada,N,92,28,IPP com base em IBGE - Censo Demográfico 2010,< 100 domicílios,151,Guaratiba,Guaratiba,5,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2012,888,Estrada da Pedra IX,0,Isolada,N,109,33,IPP com base em IBGE - Censo Demográfico 2010,< 100 domicílios,151,Guaratiba,Guaratiba,5,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2013,887,Estrada da Pedra VIII,0,Isolada,N,113,30,IBGE - Censo Demográfico 2010,< 100 domicílios,151,Guaratiba,Guaratiba,5,0,0,8,0, ,,,, ,3,0,1, , , , , ,0,0, , , , 
2014,886,Travessa Natal,0,Isolada,N,12,5,IPP com base em IBGE - Censo Demográfico 2010,< 100 domicílios,151,Guaratiba,Guaratiba,5,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2015,885,Estrada da Pedra VII,0,Isolada,N,51,17,IPP com base em IBGE - Censo Demográfico 2010,< 100 domicílios,151,Guaratiba,Guaratiba,5,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2016,884,Morro da Foice,0,Isolada,N,366,106,IPP com base em IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,151,Guaratiba,Guaratiba,5,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2017,883,Avenida Gaspar Lemos (próxima ao nº 11),0,Isolada,N,144,45,IPP com base em IBGE - Censo Demográfico 2010,< 100 domicílios,151,Guaratiba,Guaratiba,5,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2018,882,Estrada da Pedra VI,0,Isolada,N,78,28,IPP com base em IBGE - Censo Demográfico 2010,< 100 domicílios,151,Guaratiba,Guaratiba,5,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2019,881,Estrada da Pedra V,0,Isolada,N,70,20,IPP com base em IBGE - Censo Demográfico 2010,< 100 domicílios,151,Guaratiba,Guaratiba,5,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2020,880,Estrada da Pedra IV,0,Isolada,N,173,47,IBGE - Censo Demográfico 2010,< 100 domicílios,151,Guaratiba,Guaratiba,5,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2021,879,Estrada da Pedra III,0,Isolada,N,111,42,IPP com base em IBGE - Censo Demográfico 2010,< 100 domicílios,151,Guaratiba,Guaratiba,5,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2022,878,Estrada da Pedra II,0,Isolada,N,65,21,IBGE - Censo Demográfico 2010,< 100 domicílios,151,Guaratiba,Guaratiba,5,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2023,877,Estrada da Pedra I,0,Isolada,N,105,30,IBGE - Censo Demográfico 2010,< 100 domicílios,151,Guaratiba,Guaratiba,5,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2024,876,"Rua Moisés, nº 87",0,Isolada,Cidade de Deus,587,172,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,120,Jacarepaguá,Jacarepaguá,4,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2025,875,Pantanal,2096,Inácio do Amaral,Cidade de Deus,191,62,IBGE - Censo Demográfico 2010,< 100 domicílios,120,Jacarepaguá,Jacarepaguá,4,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2026,874,Comunidade São João dos Operários,2066,"Rua Budapeste, nº 66",N,392,135,IPP com base em IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,98,Ilha do Governador,Ilha do Governador,3,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2027,872,Travessa Miguel Rangel,0,Isolada,N,229,78,IPP com base em IBGE - Censo Demográfico 2010,< 100 domicílios,81,Madureira,Madureira,3,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2028,871,Moquiço (RA - Bangu),2059,Vila Eugênia,N,539,172,IPP com base em IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,134,Realengo,Bangu,5,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2029,870,Rua André Rocha,0,Isolada,N,145,50,IBGE - Censo Demográfico 2010,< 100 domicílios,119,Jacarepaguá,Jacarepaguá,4,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2030,869,Vila União (RA - Jacarepaguá),2103,Vila União da Curicica,N,1095,349,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,119,Jacarepaguá,Jacarepaguá,4,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
