OBJECTID_1,OBJECTID,Cod_Favela,Nome,Situacao,Cod_Comple,Complexo,Data_cadas,Cod_bairro,Bairro,Cod_RA,RA,Cod_RP,RP,Cod_AP,Pop_SABREN,Dom_SABREN,Fonte,UPP,COD_BAIRRO_,"SMH""RIO\02479574""Lim_Favelas__Area",ShapeSTArea,ShapeSTLength
108,108,1022,Rua Vídeo,1,2137,Pantanal (RA - Santa Cruz),2009/03/16 00:00:00+00,149,Santa Cruz,19,Santa Cruz,5.3,Santa Cruz,5,230,79,IBGE - Censo Demográfico 2010,N,149,21924.0364758,21924.036475705,1231.45412886046
109,109,1021,Mario Loroza,2,0,Isolada,2009/03/16 00:00:00+00,149,Santa Cruz,19,Santa Cruz,5.3,Santa Cruz,5,426,131,IBGE - Censo Demográfico 2010,N,149,43994.3968655,43994.396865655,1533.07308704469
110,110,1020,Avenida 5 - Tijolinho,2,0,Isolada,2009/03/16 00:00:00+00,150,Sepetiba,19,Santa Cruz,5.3,Santa Cruz,5,86,31,IPP com base em IBGE - Censo Demográfico 2010,N,150,5063.29991217,5063.30079323,685.022748289747
111,111,1018,Caminho do Outeiro,2,0,Isolada,2009/01/15 00:00:00+00,115,Jacarepaguá,16,Jacarepaguá,4.1,Jacarepaguá,4,87,21,IPP com base em IBGE - Censo Demográfico 2010,N,115,2503.54343578,2503.543435755,238.212700724491
112,112,1017,"Ladeira dos Tabajaras, nº 256",1,2019,Morro dos Cabritos,2009/01/15 00:00:00+00,24,Copacabana,5,Copacabana,2.1,Zona Sul,2,77,25,IPP com base em IBGE - Censo Demográfico 2010,Tabajaras / Cabritos,024,6451.47985038,6451.481242105,553.113696436235
113,113,1016,Vila Presidencial Quiririm,1,2099,Rua Luiz Beltrão,2009/01/15 00:00:00+00,125,Vila Valqueire,16,Jacarepaguá,4.1,Jacarepaguá,4,112,41,IBGE - Censo Demográfico 2010,N,125,6100.63302235,6100.633022275,372.96020920238
114,114,1015,"Rua Jangada, nº 230",2,0,Isolada,2009/01/15 00:00:00+00,72,Vila Kosmos,14,Irajá,3.3,Madureira,3,120,41,IPP com base em IBGE - Censo Demográfico 2010,N,072,3025.0106487,3025.01064868,434.786108947559
115,115,1014,"Rua Jangada, L21fds",2,0,Isolada,2009/01/15 00:00:00+00,72,Vila Kosmos,14,Irajá,3.3,Madureira,3,114,35,IPP com base em IBGE - Censo Demográfico 2010,N,072,2081.45583833,2081.45583835,213.126938916257
116,116,1013,"Avenida Automóvel Clube, nº 5.002",2,0,Isolada,2009/01/15 00:00:00+00,72,Vila Kosmos,14,Irajá,3.3,Madureira,3,36,13,IPP com base em IBGE - Censo Demográfico 2010,N,072,1548.45305514,1548.453055135,208.98422551961
117,117,1012,Comunidade Luz Divina,2,0,Isolada,2009/01/15 00:00:00+00,130,Vargem Pequena,24,Barra da Tijuca,4.2,Barra da Tijuca,4,118,31,IPP com base em IBGE - Censo Demográfico 2010,N,130,3672.72873031,3672.728765935,415.290658313865
118,118,1011,"Rua Zenitildes Alves Meira, nº L33",2,0,Isolada,2009/01/15 00:00:00+00,131,Vargem Grande,24,Barra da Tijuca,4.2,Barra da Tijuca,4,35,8,IPP com base em IBGE - Censo Demográfico 2010,N,131,1615.89012368,1615.89081809,314.414853656589
119,119,1010,Comunidade Novo Lar,2,0,Isolada,2009/01/15 00:00:00+00,130,Vargem Pequena,24,Barra da Tijuca,4.2,Barra da Tijuca,4,274,82,IBGE - Censo Demográfico 2010,N,130,20932.2493872,20932.248649165,1310.58154415396
120,120,1009,Rocha Miranda,2,0,Isolada,2009/01/15 00:00:00+00,33,Tijuca,8,Tijuca,2.2,Tijuca,2,75,26,IPP com base em IBGE - Censo Demográfico 2010,N,033,7528.20210662,7528.202106645,368.392430145384
121,121,1008,Beco da Coruja,2,0,Isolada,2009/01/15 00:00:00+00,33,Tijuca,8,Tijuca,2.2,Tijuca,2,193,60,IBGE - Censo Demográfico 2010,N,033,5731.09131626,5731.091316295,452.462898206239
122,122,1007,Lote 1.000,2,0,Isolada,2009/01/15 00:00:00+00,122,Taquara,16,Jacarepaguá,4.1,Jacarepaguá,4,590,192,IBGE - Censo Demográfico 2010,N,122,19860.7832297,19860.785910195,656.784631166675
123,123,1006,Estrada Meringuava,2,0,Isolada,2009/01/15 00:00:00+00,122,Taquara,16,Jacarepaguá,4.1,Jacarepaguá,4,77,19,IPP com base em IBGE - Censo Demográfico 2010,N,122,1299.63084808,1299.63084808,152.83079291717
124,124,1005,Comunidade Corumau,1,2100,Shangrilá,2009/01/15 00:00:00+00,122,Taquara,16,Jacarepaguá,4.1,Jacarepaguá,4,1667,542,IBGE - Censo Demográfico 2010,N,122,28491.6796276,28491.6796277,651.275578860014
125,125,1004,"Estrada do Boiúna, nº 1.118",2,0,Isolada,2009/01/15 00:00:00+00,122,Taquara,16,Jacarepaguá,4.1,Jacarepaguá,4,123,33,IBGE - Censo Demográfico 2010,N,122,6468.12589451,6468.125894525,496.31008902058
126,126,1003,"Estrada do Boiúna, nº 2.354",2,0,Isolada,2009/01/15 00:00:00+00,122,Taquara,16,Jacarepaguá,4.1,Jacarepaguá,4,140,51,IBGE - Censo Demográfico 2010,N,122,11819.4477184,11819.447538065,991.862337227392
127,127,1002,Mina,2,0,Isolada,2009/01/15 00:00:00+00,150,Sepetiba,19,Santa Cruz,5.3,Santa Cruz,5,264,78,IBGE - Censo Demográfico 2010,N,150,13761.2690313,13761.26903124,505.715508750542
128,128,1001,Morro da Faxina,2,0,Isolada,2009/01/15 00:00:00+00,150,Sepetiba,19,Santa Cruz,5.3,Santa Cruz,5,147,47,IBGE - Censo Demográfico 2010,N,150,11271.891599,11271.89159903,483.123381454942
129,129,1000,"Rua da Vala do Major Freitas, nº 329",2,0,Isolada,2009/01/15 00:00:00+00,150,Sepetiba,19,Santa Cruz,5.3,Santa Cruz,5,120,36,IBGE - Censo Demográfico 2010,N,150,7010.47682078,7010.476820805,426.825971143558
130,130,999,Rua da Vala do Major Freitas,2,0,Isolada,2009/01/15 00:00:00+00,150,Sepetiba,19,Santa Cruz,5.3,Santa Cruz,5,221,63,IBGE - Censo Demográfico 2010,N,150,26107.3287518,26107.32814581,1012.02796937768
131,131,998,Marcondes da Luz,1,2127,Marcondes da Luz,2009/01/15 00:00:00+00,145,Senador Vasconcelos,18,Campo Grande,5.2,Campo Grande,5,438,147,IBGE - Censo Demográfico 2010,N,145,26287.3093119,26287.309311935,704.835495747904
132,132,997,"Avenida Joaquim Magalhães, nº 499",1,2127,Marcondes da Luz,2009/01/15 00:00:00+00,145,Senador Vasconcelos,18,Campo Grande,5.2,Campo Grande,5,82,24,IBGE - Censo Demográfico 2010,N,145,2709.92235918,2709.9223592,215.157114493222
133,133,996,Caruba,2,0,Isolada,2009/01/15 00:00:00+00,145,Senador Vasconcelos,18,Campo Grande,5.2,Campo Grande,5,139,42,IPP com base em IBGE - Censo Demográfico 2010,N,145,3800.08953358,3800.08953379,722.874372434011
134,134,995,Serra Verde,2,0,Isolada,2009/01/15 00:00:00+00,145,Senador Vasconcelos,18,Campo Grande,5.2,Campo Grande,5,266,88,IBGE - Censo Demográfico 2010,N,145,18064.5571241,18064.558047105,1110.81058709695
135,135,994,Estrada Duarte Nunes (em frente ao nº 97),1,2127,Marcondes da Luz,2009/01/15 00:00:00+00,145,Senador Vasconcelos,18,Campo Grande,5.2,Campo Grande,5,209,59,IBGE - Censo Demográfico 2010,N,145,12915.3028332,12915.30283321,701.393147066147
136,136,993,"Rua São Francisco Xavier, nº 749",2,0,Isolada,2009/01/15 00:00:00+00,57,São Francisco Xavier,13,Méier,3.2,Méier,3,74,25,IPP com base em IBGE - Censo Demográfico 2010,N,057,3142.05282013,3142.052820065,347.852970449002
137,137,992,Rua Bartolomeu Gusmão,1,2009,Mangueira (RA - São Cristóvão),2009/01/15 00:00:00+00,10,Imperial de São Cristóvão,7,São Cristóvão,1.1,Centro,1,428,117,IBGE - Censo Demográfico 2010,Mangueira,010,16036.7486734,16036.75152427,924.857671368263
138,138,991,Vila Miséria,2,0,Isolada,2009/01/15 00:00:00+00,10,Imperial de São Cristóvão,7,São Cristóvão,1.1,Centro,1,724,233,IBGE - Censo Demográfico 2010,Mangueira,010,21937.9242169,21937.923246965,1539.37863786174
139,139,990,Estrada do Lameirão,2,0,Isolada,2009/01/15 00:00:00+00,143,Santíssimo,18,Campo Grande,5.2,Campo Grande,5,124,34,IPP com base em IBGE - Censo Demográfico 2010,N,143,7202.57726463,7202.577264615,723.451772099581
140,140,989,Rua Paulo Martins (próxima ao Lt 12 - Qd B),2,0,Isolada,2009/01/15 00:00:00+00,143,Santíssimo,18,Campo Grande,5.2,Campo Grande,5,69,21,IPP com base em IBGE - Censo Demográfico 2010,N,143,918.64193367,918.64193361,180.875881991085
141,141,988,Rua Anes Dias,1,2118,Fazenda Coqueiro,2009/01/15 00:00:00+00,143,Santíssimo,18,Campo Grande,5.2,Campo Grande,5,252,80,IPP com base em IBGE - Censo Demográfico 2010,N,143,30548.2000086,30548.201040035,1640.54194337419
142,142,987,Estrada da Posse,2,0,Isolada,2009/01/15 00:00:00+00,143,Santíssimo,18,Campo Grande,5.2,Campo Grande,5,134,43,IPP com base em IBGE - Censo Demográfico 2010,N,143,7446.10069588,7446.100695835,378.318711126497
143,143,986,Vila Santa Bárbara,2,0,Isolada,2009/01/15 00:00:00+00,14,Santa Teresa,23,Santa Teresa,1.1,Centro,1,168,41,IPP com base em IBGE - Censo Demográfico 2010,Fallet / Fogueteiro - Coroa,014,3079.50519949,3079.5052388,253.509659794718
144,144,985,Estrada Joaquim Mamede,2,0,Isolada,2009/01/15 00:00:00+00,14,Santa Teresa,23,Santa Teresa,1.1,Centro,1,158,65,IPP com base em IBGE - Censo Demográfico 2010,Turano,014,4468.65464399,4468.655357185,288.000783242275
145,145,984,Bairro Canaã,1,2134,Bairro Canaã,2009/01/15 00:00:00+00,149,Santa Cruz,19,Santa Cruz,5.3,Santa Cruz,5,355,107,IBGE - Censo Demográfico 2010,N,149,57374.0633603,57374.06395596,1745.89852976827
146,146,982,Conjunto Antares (Rua Cybber Porto de Mendonça),1,2137,Pantanal (RA - Santa Cruz),2009/01/15 00:00:00+00,149,Santa Cruz,19,Santa Cruz,5.3,Santa Cruz,5,318,107,IBGE - Censo Demográfico 2010,N,149,7950.80686326,7950.797173655,2769.45439017894
147,147,981,Jardim Coqueiral,1,2138,Saquaçu,2009/01/15 00:00:00+00,149,Santa Cruz,19,Santa Cruz,5.3,Santa Cruz,5,522,130,IBGE - Censo Demográfico 2010,N,149,94050.5002946,94050.49968134,2099.03499579942
148,148,980,Rio - Santos,2,0,Isolada,2009/01/15 00:00:00+00,149,Santa Cruz,19,Santa Cruz,5.3,Santa Cruz,5,136,37,IPP com base em IBGE - Censo Demográfico 2010,N,149,10125.207541,10125.20754093,525.385378325361
149,149,979,Comunidade Jardim da Vitória,2,0,Isolada,2009/01/15 00:00:00+00,149,Santa Cruz,19,Santa Cruz,5.3,Santa Cruz,5,1085,313,IBGE - Censo Demográfico 2010,N,149,125664.912582,125664.9125819,2178.12514732592
150,150,978,Nova Palestina,1,2134,Bairro Canaã,2009/01/15 00:00:00+00,149,Santa Cruz,19,Santa Cruz,5.3,Santa Cruz,5,325,109,IBGE - Censo Demográfico 2010,N,149,15038.3562313,15038.356231325,627.924687715523
151,151,976,Matinha (RA - Rocinha),2,0,Isolada,2009/01/15 00:00:00+00,154,Rocinha,27,Rocinha,2.1,Zona Sul,2,195,52,IBGE - Censo Demográfico 2010,N,154,1693.03759511,1693.037595105,245.460938264971
152,152,974,Avenida Guiomar Novaes,2,0,Isolada,2009/01/15 00:00:00+00,132,Recreio dos Bandeirantes,24,Barra da Tijuca,4.2,Barra da Tijuca,4,119,40,IBGE - Censo Demográfico 2010,N,132,1394.44008351,1394.440083545,212.564305599285
153,153,973,"Estrada do Pontal, nº 3.561",2,0,Isolada,2009/01/15 00:00:00+00,132,Recreio dos Bandeirantes,24,Barra da Tijuca,4.2,Barra da Tijuca,4,43,12,IPP com base em IBGE - Censo Demográfico 2010,N,132,1544.76631546,1544.766315515,169.33055201306
154,154,972,Canecão,2,0,Isolada,2009/01/15 00:00:00+00,139,Realengo,33,Realengo,5.1,Bangu,5,226,67,IBGE - Censo Demográfico 2010,N,139,16839.8756742,16839.88058374,1931.42565565612
155,155,971,"Rua Duarte Coelho de Albuquerque, nº 184",2,0,Isolada,2009/01/15 00:00:00+00,139,Realengo,33,Realengo,5.1,Bangu,5,806,242,IBGE - Censo Demográfico 2010,Batan,139,41210.2048059,41210.20749233,1722.94494202177
156,156,970,Avenida Brasil (Bairro Batam),2,0,Isolada,2009/01/15 00:00:00+00,139,Realengo,33,Realengo,5.1,Bangu,5,221,66,IPP com base em IBGE - Censo Demográfico 2010,Batan,139,6416.17891857,6416.178918615,351.792486647838
157,157,969,"Rua Itaporanga, nº 175",1,2109,Batam,2009/01/15 00:00:00+00,139,Realengo,33,Realengo,5.1,Bangu,5,291,89,IPP com base em IBGE - Censo Demográfico 2010,Batan,139,4771.65340217,4771.6534022,278.696723618071
158,158,968,Vila Alzira,1,2115,Vila São Miguel,2009/01/15 00:00:00+00,139,Realengo,33,Realengo,5.1,Bangu,5,149,48,IPP com base em IBGE - Censo Demográfico 2010,N,139,3425.31434615,3425.314346155,371.42063196462
159,159,967,Solar dos Teixeiras,2,0,Isolada,2009/01/15 00:00:00+00,139,Realengo,33,Realengo,5.1,Bangu,5,845,264,IPP com base em IBGE - Censo Demográfico 2010,N,139,35915.4674226,35915.467422425,1079.58990439774
160,160,966,Parque Carumbé,2,0,Isolada,2009/01/15 00:00:00+00,139,Realengo,33,Realengo,5.1,Bangu,5,397,120,IBGE - Censo Demográfico 2010,N,139,7797.74735624,7797.747356545,455.430564039007
161,161,965,"Rua Euclides Roxo, nº 365",2,0,Isolada,2009/01/15 00:00:00+00,139,Realengo,33,Realengo,5.1,Bangu,5,134,42,IPP com base em IBGE - Censo Demográfico 2010,N,139,19054.590979,19054.590978925,1215.69754540503
162,162,964,"Rua Felizardo Fortes, nº 276",2,0,Isolada,2009/01/15 00:00:00+00,41,Ramos,10,Ramos,3.1,Ramos,3,375,97,IBGE - Censo Demográfico 2010,N,041,1699.80259764,1699.80259762,165.195833672074
163,163,963,Uga-Uga,2,0,Isolada,2009/01/15 00:00:00+00,41,Ramos,10,Ramos,3.1,Ramos,3,408,137,IBGE - Censo Demográfico 2010,N,041,1505.27660185,1505.275818105,197.847270618692
164,164,962,Avenida Brasil,1,2027,Parque Itambé,2009/01/15 00:00:00+00,41,Ramos,10,Ramos,3.1,Ramos,3,1602,492,IBGE - Censo Demográfico 2010,N,041,16306.0092845,16306.009284445,666.595223413732
165,165,961,Avenida Teixeira de Castro,1,2027,Parque Itambé,2009/01/15 00:00:00+00,41,Ramos,10,Ramos,3.1,Ramos,3,802,265,IBGE - Censo Demográfico 2010,N,041,2378.34525614,2378.345256075,221.397969056478
166,166,960,Amigos da Aerobita,1,2090,Barão,2009/01/15 00:00:00+00,124,Praça Seca,16,Jacarepaguá,4.1,Jacarepaguá,4,119,31,IPP com base em IBGE - Censo Demográfico 2010,N,124,13430.2810837,13430.282607455,1005.69586483259
167,167,959,"Rua Jerônimo Pinto, nº 942",2,0,Isolada,2009/01/15 00:00:00+00,124,Praça Seca,16,Jacarepaguá,4.1,Jacarepaguá,4,0,0, ,N,124,7858.10521932,7858.103986025,849.100060686922
168,168,958,Vila Operária Luiz Carlos Prestes,2,0,Isolada,2009/01/15 00:00:00+00,69,Piedade,13,Méier,3.2,Méier,3,237,74,IPP com base em IBGE - Censo Demográfico 2010,N,069,4796.11577853,4796.11577846,291.928289059946
169,169,957,Inácio Dias (RA - Méier),2,0,Isolada,2009/01/15 00:00:00+00,69,Piedade,13,Méier,3.2,Méier,3,167,54,IPP com base em IBGE - Censo Demográfico 2010,N,069,1665.13302891,1665.133028885,197.851516117712
170,170,956,Rua Nossa Senhora da Penha,2,0,Isolada,2009/01/15 00:00:00+00,44,Penha Circular,11,Penha,3.5,Penha,3,11,3,IPP com base em IBGE - Censo Demográfico 2010,N,044,1007.74800999,1007.74800998,314.75619105973
171,171,948,Rua Moença,2,0,Isolada,2009/01/15 00:00:00+00,121,Pechincha,16,Jacarepaguá,4.1,Jacarepaguá,4,577,212,IPP com base em IBGE - Censo Demográfico 2010,N,121,10974.8697444,10974.86974449,644.455585880539
172,172,947,Morada do Sol,2,0,Isolada,2009/01/15 00:00:00+00,121,Pechincha,16,Jacarepaguá,4.1,Jacarepaguá,4,442,151,IBGE - Censo Demográfico 2010,N,121,7454.14053308,7454.140533035,395.173932144335
173,173,946,Monte Sinai,1,2076,Chico Mendes (Morro do Chapadão),2009/01/15 00:00:00+00,114,Pavuna,25,Pavuna,3.6,Pavuna,3,227,70,IBGE - Censo Demográfico 2010,N,114,11799.219991,11799.21999116,559.989354264838
174,174,945,Cabo Otávio,1,2076,Chico Mendes (Morro do Chapadão),2009/01/15 00:00:00+00,114,Pavuna,25,Pavuna,3.6,Pavuna,3,167,47,IPP com base em IBGE - Censo Demográfico 2010,N,114,4150.43225192,4150.432251915,439.847759413985
175,175,944,Nova Conquista (RA - Pavuna),1,2076,Chico Mendes (Morro do Chapadão),2009/01/15 00:00:00+00,114,Pavuna,25,Pavuna,3.6,Pavuna,3,612,165,IBGE - Censo Demográfico 2010,N,114,17976.0867916,17976.08679167,750.632280112107
176,176,943,Vila Modelo - Rua Alfredo Cabuçu,1,2080,Quitanda,2009/01/15 00:00:00+00,114,Pavuna,25,Pavuna,3.6,Pavuna,3,148,45,IPP com base em IBGE - Censo Demográfico 2010,N,114,1394.26872161,1394.26872164,151.801583038493
177,177,942,Rua Ribatejo (em frente ao nº 245),2,0,Isolada,2009/01/15 00:00:00+00,76,Irajá,14,Irajá,3.3,Madureira,3,54,16,IPP com base em IBGE - Censo Demográfico 2010,N,076,1909.65841032,1909.658410275,264.996790289512
178,178,941,Estrada do Murundu,2,0,Isolada,2009/01/15 00:00:00+00,140,Padre Miguel,17,Bangu,5.1,Bangu,5,213,66,IBGE - Censo Demográfico 2010,N,140,9452.73862922,9452.739915425,649.190146064217
179,179,940,Rua Francisco Real,2,0,Isolada,2009/01/15 00:00:00+00,140,Padre Miguel,17,Bangu,5.1,Bangu,5,481,146,IPP com base em IBGE - Censo Demográfico 2010,N,140,7953.40604684,7953.406046835,361.613728378655
180,180,939,Sapé,2,0,Isolada,2009/01/15 00:00:00+00,148,Paciência,19,Santa Cruz,5.3,Santa Cruz,5,224,73,IPP com base em IBGE - Censo Demográfico 2010,N,148,8738.37220072,8738.37212641,569.396958211442
181,181,938,Rua Pistóia,1,2137,Pantanal (RA - Santa Cruz),2009/01/15 00:00:00+00,148,Paciência,19,Santa Cruz,5.3,Santa Cruz,5,98,27,IPP com base em IBGE - Censo Demográfico 2010,N,148,3268.25728475,3268.25673359,310.176775295802
182,182,937,1º de Abril - Gouveia,1,2136,Nova Jersei,2009/01/15 00:00:00+00,148,Paciência,19,Santa Cruz,5.3,Santa Cruz,5,180,46,IBGE - Censo Demográfico 2010,N,148,16035.399494,16035.39719699,785.954001451599
183,183,936,"Rua Pereira de Figueiredo, nº 630",2,0,Isolada,2009/01/15 00:00:00+00,88,Oswaldo Cruz,15,Madureira,3.3,Madureira,3,103,32,IPP com base em IBGE - Censo Demográfico 2010,N,088,1031.4630237,1031.46302375,155.375791312978
184,184,935,Rua São Lourenço,2,0,Isolada,2009/01/15 00:00:00+00,88,Oswaldo Cruz,15,Madureira,3.3,Madureira,3,129,41,IPP com base em IBGE - Censo Demográfico 2010,N,088,3431.48265838,3431.482658435,860.464802614827
185,185,934,Beco Enedina,2,0,Isolada,2009/01/15 00:00:00+00,88,Oswaldo Cruz,15,Madureira,3.3,Madureira,3,259,80,IBGE - Censo Demográfico 2010,N,088,8429.09240781,8429.09240778,388.315586804005
186,186,933,Condomínio Mandela,2,0,Isolada,2009/01/15 00:00:00+00,88,Oswaldo Cruz,15,Madureira,3.3,Madureira,3,123,41,IPP com base em IBGE - Censo Demográfico 2010,N,088,6144.68344665,6144.68344675,339.189059099188
187,187,932,Rua Mira,2,0,Isolada,2009/01/15 00:00:00+00,42,Olaria,10,Ramos,3.1,Ramos,3,0,0, ,Vila Cruzeiro,042,11485.7710261,11485.771026115,1071.09828839272
188,188,931,Maré (Rua Guilherme Frota),2,0,Isolada,2009/01/15 00:00:00+00,157,Maré,30,Maré,3.1,Ramos,3,273,94,IPP com base em IBGE - Censo Demográfico 2010,Maré,157,1292.1988964,1292.198896405,185.638963486934
189,189,930,Vitória de Manguinhos,1,2026,Manguinhos,2009/01/15 00:00:00+00,39,Manguinhos,10,Ramos,3.1,Ramos,3,1277,368,IPP com base em IBGE - Censo Demográfico 2010,Manguinhos - Arará/Mandela,039,6001.86487009,6001.864870115,608.411478950002
190,190,929,"Rua Bonina, nº 511",1,2111,Quatorze de Julho,2009/01/15 00:00:00+00,138,Magalhães Bastos,33,Realengo,5.1,Bangu,5,64,24,IPP com base em IBGE - Censo Demográfico 2010,N,138,2459.89587276,2459.895872705,219.156069610533
191,191,928,"Rua Bonina, nº 381",1,2111,Quatorze de Julho,2009/01/15 00:00:00+00,138,Magalhães Bastos,33,Realengo,5.1,Bangu,5,222,79,IPP com base em IBGE - Censo Demográfico 2010,N,138,5756.69881445,5756.698814455,303.237384502228
192,192,890,Pingo d'Água,2,0,Isolada,2009/01/15 00:00:00+00,151,Guaratiba,26,Guaratiba,5.4,Guaratiba,5,389,126,IPP com base em IBGE - Censo Demográfico 2010,N,151,35227.2881447,35227.28814489,949.65219071443
193,193,889,Estrada da Pedra X,2,0,Isolada,2009/01/15 00:00:00+00,151,Guaratiba,26,Guaratiba,5.4,Guaratiba,5,92,28,IPP com base em IBGE - Censo Demográfico 2010,N,151,2989.89605889,2989.896058915,274.967746190424
194,194,888,Estrada da Pedra IX,2,0,Isolada,2009/01/15 00:00:00+00,151,Guaratiba,26,Guaratiba,5.4,Guaratiba,5,109,33,IPP com base em IBGE - Censo Demográfico 2010,N,151,8355.93917328,8355.93917324,448.542024338506
195,195,887,Estrada da Pedra VIII,2,0,Isolada,2009/01/15 00:00:00+00,151,Guaratiba,26,Guaratiba,5.4,Guaratiba,5,113,30,IBGE - Censo Demográfico 2010,N,151,9535.54240468,9535.54240453,383.625885694076
196,196,886,Travessa Natal,2,0,Isolada,2009/01/15 00:00:00+00,151,Guaratiba,26,Guaratiba,5.4,Guaratiba,5,12,5,IPP com base em IBGE - Censo Demográfico 2010,N,151,2784.953059,2784.953059045,209.431999907855
197,197,885,Estrada da Pedra VII,2,0,Isolada,2009/01/15 00:00:00+00,151,Guaratiba,26,Guaratiba,5.4,Guaratiba,5,51,17,IPP com base em IBGE - Censo Demográfico 2010,N,151,2732.56519836,2732.565881115,224.1992628649
198,198,884,Morro da Foice,2,0,Isolada,2009/01/15 00:00:00+00,151,Guaratiba,26,Guaratiba,5.4,Guaratiba,5,366,106,IPP com base em IBGE - Censo Demográfico 2010,N,151,33911.6193844,33911.6175203,2142.96781876804
199,199,883,Avenida Gaspar Lemos (próxima ao nº 11),2,0,Isolada,2009/01/15 00:00:00+00,151,Guaratiba,26,Guaratiba,5.4,Guaratiba,5,144,45,IPP com base em IBGE - Censo Demográfico 2010,N,151,1367.14638545,1367.14638543,155.86069743088
200,200,882,Estrada da Pedra VI,2,0,Isolada,2009/01/15 00:00:00+00,151,Guaratiba,26,Guaratiba,5.4,Guaratiba,5,78,28,IPP com base em IBGE - Censo Demográfico 2010,N,151,11033.8281041,11033.82810432,573.518079286699
201,201,881,Estrada da Pedra V,2,0,Isolada,2009/01/15 00:00:00+00,151,Guaratiba,26,Guaratiba,5.4,Guaratiba,5,70,20,IPP com base em IBGE - Censo Demográfico 2010,N,151,6841.81881764,6841.818817815,473.258397513945
202,202,880,Estrada da Pedra IV,2,0,Isolada,2009/01/15 00:00:00+00,151,Guaratiba,26,Guaratiba,5.4,Guaratiba,5,173,47,IBGE - Censo Demográfico 2010,N,151,10096.8919444,10096.89194428,575.807772987297
203,203,879,Estrada da Pedra III,2,0,Isolada,2009/01/15 00:00:00+00,151,Guaratiba,26,Guaratiba,5.4,Guaratiba,5,111,42,IPP com base em IBGE - Censo Demográfico 2010,N,151,4144.77959339,4144.77959335,307.68142499578
204,204,878,Estrada da Pedra II,2,0,Isolada,2009/01/15 00:00:00+00,151,Guaratiba,26,Guaratiba,5.4,Guaratiba,5,65,21,IBGE - Censo Demográfico 2010,N,151,10234.9806426,10234.980642725,536.058891173597
205,205,877,Estrada da Pedra I,2,0,Isolada,2009/01/15 00:00:00+00,151,Guaratiba,26,Guaratiba,5.4,Guaratiba,5,105,30,IBGE - Censo Demográfico 2010,N,151,21483.0223143,21483.022374055,1974.26833205239
206,206,876,"Rua Moisés, nº 87",2,0,Isolada,2009/01/15 00:00:00+00,120,Freguesia (Jacarepaguá),16,Jacarepaguá,4.1,Jacarepaguá,4,587,172,IBGE - Censo Demográfico 2010,Cidade de Deus,120,9165.03005461,9165.029492715,581.757913836912
207,207,875,Pantanal,1,2096,Inácio do Amaral,2009/01/15 00:00:00+00,120,Freguesia (Jacarepaguá),16,Jacarepaguá,4.1,Jacarepaguá,4,191,62,IBGE - Censo Demográfico 2010,Cidade de Deus,120,10205.7635407,10205.76354061,763.053481708353
